Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry
EVEX,"Eve Holding, Inc.",-7.581818,5.214,20.57,1241175552,Industrials,Aerospace & Defense
EVH,"Evolent Health, Inc",7.293707,0.849,4.95,1216044160,Healthcare,Health Information Services
EVRI,Everi Holdings Inc.,18.413334,1.061,4.38,1191065600,Consumer Cyclical,Gambling
EVTC,"Evertec, Inc.",10.180982,1.973,8.12,2111351936,Technology,Software - Infrastructure
EVTL,Vertical Aerospace Ltd.,-0.72317266,5.335,0.72,393170080,Industrials,Aerospace & Defense
EXK,Endeavour Silver Corporation,11.636363,1.393,1.46,1007274240,Basic Materials,Other Precious Metals & Mining
EXP,Eagle Materials Inc,13.39988,2.762,2.68,7462413824,Basic Materials,Building Materials
EXPD,Expeditors International of Was,21.635687,1.771,4.64,16063550464,Industrials,Integrated Freight & Logistics
EXR,Extra Space Storage Inc,32.625523,2.927,2.3,34396487680,Real Estate,REIT - Industrial
F,Ford Motor Company,5.302857,1.165,1.78,36780814336,Consumer Cyclical,Auto Manufacturers
FBIN,"Fortune Brands Innovations, Inc",14.28166,1.253,4.18,8125623296,Industrials,Building Products & Equipment
FBRT,"Franklin BSP Realty Trust, Inc.",8.232704,1.419,5.26,1087344384,Real Estate,REIT - Mortgage
FC,Franklin Covey Company,15.545024,0.967,3.16,432818944,Consumer Defensive,Education & Training Services
FCN,"FTI Consulting, Inc.",18.821714,1.953,1.8,5916076544,Industrials,Consulting Services
FCPT,"Four Corners Property Trust, In",24.535088,0.498,7.09,2799377408,Real Estate,REIT - Retail
FCX,"Freeport-McMoRan, Inc.",17.120369,2.419,1.46,53142847488,Basic Materials,Copper
FDP,"Fresh Del Monte Produce, Inc.",11.741444,2.094,2.84,1480445824,Consumer Defensive,Farm Products
FDS,FactSet Research Systems Inc.,24.720556,1.395,4.61,17561493504,Financial Services,Financial Data & Stock Exchanges
FDX,FedEx Corporation,11.173187,1.231,2.06,61221916672,Industrials,Integrated Freight & Logistics
FE,FirstEnergy Corp.,14.633218,0.561,3.33,24372445184,Utilities,Utilities - Regulated Electric
FEDU,Four Seasons Education (Cayman),33.899998,1.425,0.32,21523178,Consumer Defensive,Education & Training Services
FENG,Phoenix New Media Limited,4.3088236,2.747,5.48,35123960,Communication Services,Internet Content & Information
FERG,Ferguson Enterprises Inc.,15.942029,1.677,1.78,35320737792,Industrials,Industrial Distribution
FET,"Forum Energy Technologies, Inc.",17.245285,2.455,1.57,224546048,Energy,Oil & Gas Equipment & Services
FF,FutureFuel Corp.,5.9125,5.944,2.16,206999936,Basic Materials,Specialty Chemicals
FG,"F&G Annuities & Life, Inc.",7.3860292,1.52,5.27,5094542848,Financial Services,Insurance - Life
FHI,"Federated Hermes, Inc.",9.142857,2.702,2.28,3089285120,Financial Services,Asset Management
FI,"Fiserv, Inc.",22.800785,1.06,2.62,130409889792,Technology,Information Technology Services
FICO,Fair Isaac Corporation,45.684963,1.798,3.04,41464619008,Technology,Software - Application
FIGS,"FIGS, Inc.",68.375,4.584,7.77,928860672,Consumer Cyclical,Apparel Manufacturing
FIHL,Fidelis Insurance Holdings Limi,4.125,1.248,2.09,1622261632,Financial Services,Insurance - Diversified
FINV,FinVolution Group,5.7959185,8.499,2.49,2213879552,Financial Services,Credit Services
FIS,Fidelity National Information S,12.232924,0.851,5.95,36998983680,Technology,Information Technology Services
FIX,"Comfort Systems USA, Inc.",21.424368,1.08,1.49,12941328384,Industrials,Engineering & Construction
FL,"Foot Locker, Inc.",8.750001,1.666,3.35,1726977920,Consumer Cyclical,Apparel Retail
FLNG,FLEX LNG Ltd.,11.343065,2.988,4.92,1260786560,Energy,Oil & Gas Midstream
FLO,"Flowers Foods, Inc.",14.923078,1.196,4.43,4090392832,Consumer Defensive,Packaged Foods
FLOC,Flowco Holdings Inc.,18.141293,3.425,0.5,2439443968,Energy,Oil & Gas Equipment & Services
FLR,Fluor Corporation,12.25,1.685,2.7,6368295936,Industrials,Engineering & Construction
FLS,Flowserve Corporation,16.938837,1.974,1.84,7261905920,Industrials,Specialty Industrial Machinery
FLUT,Flutter Entertainment plc,32.765625,0.885,2.91,48382275584,Consumer Cyclical,Gambling
FMC,FMC Corporation,8.208155,1.642,4.45,4774977024,Basic Materials,Agricultural Inputs
FMS,Fresenius Medical Care AG,8.812978,1.374,3.32,13549835264,Healthcare,Medical Care Facilities
FMX,Fomento Economico Mexicano S.A.,17.880001,1.622,2.37,160713490432,Consumer Defensive,Beverages - Brewers
FN,Fabrinet,20.045168,3.316,3.24,7986092032,Technology,Electronic Components
FNA,"Paragon 28, Inc.",-27.70213,3.502,1.21,1091863680,Healthcare,Medical Devices
FND,"Floor & Decor Holdings, Inc.",47.135,1.199,6.04,10124220416,Consumer Cyclical,Home Improvement Retail
FNF,FNF Group of Fidelity National ,9.605816,39.168,3.37,16351499264,Financial Services,Insurance - Specialty
FNV,Franco-Nevada Corporation,34.1601,23.394,2.87,26784368640,Basic Materials,Gold
FOA,Finance of America Companies In,8.586466,106.73,3.89,226719200,Financial Services,Credit Services
FOR,Forestar Group Inc,5.342723,0.84,2.57,1153372160,Real Estate,Real Estate - Development
FOUR,"Shift4 Payments, Inc.",19.74844,1.385,5.59,8463418880,Technology,Software - Infrastructure
FPH,"Five Point Holdings, LLC",8.10606,27.22,0.44,795154496,Real Estate,Real Estate - Development
FPI,Farmland Partners Inc.,138.11111,1.004,13.39,585424448,Real Estate,REIT - Specialty
FR,"First Industrial Realty Trust, ",35.037735,1.4,1.69,7578510336,Real Estate,REIT - Industrial
FREY,"FREYR Battery, Inc.",-2.602941,6.362,5.04,248667296,Industrials,Electrical Equipment & Parts
FRGE,"Forge Global Holdings, Inc.",-4.2286363,5.371,3.62,172117584,Financial Services,Capital Markets
FRO,Frontline Plc,4.5944448,1.428,1.84,3682184704,Energy,Oil & Gas Midstream
FRT,Federal Realty Investment Trust,33.957657,0.685,3.02,8995628032,Real Estate,REIT - Retail
FSK,FS KKR Capital Corp.,9.189922,2.821,3.03,6640364032,Financial Services,Asset Management
FSLY,"Fastly, Inc.",363.00003,4.214,3.95,1018578048,Technology,Software - Application
FSM,Fortuna Mining Corp.,6.6969695,1.939,1.09,1388003840,Basic Materials,Gold
FSS,Federal Signal Corporation,25.123323,2.83,7.49,5726280704,Industrials,Pollution & Treatment Controls
FTI,TechnipFMC plc,14.786801,1.138,2.15,12392338432,Energy,Oil & Gas Equipment & Services
FTK,"Flotek Industries, Inc.",21.63158,1.929,2.43,244921488,Energy,Oil & Gas Equipment & Services
FTS,Fortis Inc.,18.073769,0.629,23.69,22093570048,Utilities,Utilities - Regulated Electric
FTV,Fortive Corporation,19.191845,1.158,2.41,27306235904,Technology,Scientific & Technical Instruments
FUBO,fuboTV Inc.,-11.75,0.545,0.41,1275185152,Communication Services,Broadcasting
FUL,H. B. Fuller Company,12.329032,1.806,2.88,3134523648,Basic Materials,Specialty Chemicals
FUN,Six Flags Entertainment Corpora,13.5,0.401,5.68,4514816512,Consumer Cyclical,Leisure
FVR,"FrontView REIT, Inc.",287.83334,1.384,4.29,277497824,Real Estate,REIT - Diversified
FVRR,Fiverr International Ltd.,9.809161,1.104,4.9,922866496,Communication Services,Internet Content & Information
G,Genpact Limited,15.434782,2.158,4.04,9300751360,Technology,Information Technology Services
GAP,"Gap, Inc. (The)",10.8970585,1.543,6.4,8383421440,Consumer Cyclical,Apparel Retail
GATX,GATX Corporation,19.630302,2.408,7.16,5761484288,Industrials,Rental & Leasing Services
GB,Global Blue Group Holding AG,20.885714,0.996,0.43,1457365504,Technology,Software - Infrastructure
GBLI,"Global Indemnity Group, LLC",11.333333,1.187,1.5,493308320,Financial Services,Insurance - Property & Casualty
GBTG,"Global Business Travel Group, I",-285.0,1.563,7.59,4022792448,Technology,Software - Application
GBX,"Greenbrier Companies, Inc. (The",10.91,1.86,5.07,1710644352,Industrials,Railroads
GCI,"Gannett Co., Inc.",-35.833336,0.781,12.92,633686720,Communication Services,Publishing
GCO,Genesco Inc.,19.229591,1.563,2.43,422591584,Consumer Cyclical,Apparel Retail
GCTS,"GCT Semiconductor Holding, Inc.",-5.3157897,0.323,6.0,96428336,Technology,Semiconductors
GD,General Dynamics Corporation,15.115671,1.368,1.75,65711513600,Industrials,Aerospace & Defense
GDDY,GoDaddy Inc.,25.89717,0.723,2.04,24563433472,Technology,Software - Infrastructure
GE,GE Aerospace,38.135498,1.094,1.83,214475538432,Industrials,Aerospace & Defense
GEF,Greif Inc.,12.437759,1.527,2.46,2863721728,Consumer Cyclical,Packaging & Containers
GEL,"Genesis Energy, L.P.",16.013334,1.062,6.09,1470792704,Energy,Oil & Gas Midstream
GENI,Genius Sports Limited,-303.33334,1.505,11.83,2081807104,Communication Services,Internet Content & Information
GEO,Geo Group Inc (The) REIT,16.037973,1.097,2.58,3543241472,Industrials,Security & Protection Services
GES,"Guess?, Inc.",4.219858,1.536,7.13,612335872,Consumer Cyclical,Apparel Retail
GETY,"Getty Images Holdings, Inc.",14.5625,0.787,1.72,960589120,Communication Services,Internet Content & Information
GEV,GE Vernova Inc.,47.51884,1.078,1.85,90462420992,Utilities,Utilities - Renewable
GFF,Griffon Corporation,12.987477,2.514,7.74,3450685184,Industrials,Conglomerates
GFI,Gold Fields Limited,9.790577,1.139,3.91,16736949248,Basic Materials,Gold
GFL,GFL Environmental Inc. Subordin,46.33,0.582,3.68,18225434624,Industrials,Waste Management
GFR,Greenfire Resources Ltd.,2.293907,0.67,0.24,504191392,Energy,Oil & Gas E&P
GGB,Gerdau S.A.,5.423077,3.011,2.06,5730775552,Basic Materials,Steel
GGG,Graco Inc.,27.938313,3.69,2.55,14584958976,Industrials,Specialty Industrial Machinery
GHC,Graham Holdings Company,19.022245,1.565,2.41,4039296000,Consumer Defensive,Education & Training Services
GHG,GreenTree Hospitality Group Ltd,5.9183674,1.537,2.08,294477600,Consumer Cyclical,Lodging
GHI,Greystone Housing Impact Invest,8.078431,9.824,0.92,285334304,Financial Services,Mortgage Finance
GHLD,Guild Holdings Company,7.0170455,2.259,1.26,764289664,Financial Services,Mortgage Finance
GHM,Graham Corporation,30.706423,1.034,1.44,364920064,Industrials,Specialty Industrial Machinery
GIB,CGI Inc.,17.394127,1.313,8.8,25356388352,Technology,Information Technology Services
GIC,Global Industrial Company,12.8288765,2.016,1.7,917152064,Industrials,Industrial Distribution
GIL,"Gildan Activewear, Inc.",11.261954,2.219,3.19,8252040704,Consumer Cyclical,Apparel Manufacturing
GIS,"General Mills, Inc.",12.978724,0.92,5.27,33625090048,Consumer Defensive,Packaged Foods
GKOS,Glaukos Corporation,-114.436356,5.987,6.07,7105170432,Healthcare,Medical Devices
GLOB,Globant S.A.,20.475035,1.545,4.76,6545625600,Technology,Information Technology Services
GLP,Global Partners LP,23.199203,1.144,9.12,1963940608,Energy,Oil & Gas Midstream
GLW,Corning Incorporated,22.290045,1.625,1.53,44104478720,Technology,Electronic Components
GM,General Motors Company,4.379376,1.128,2.37,46058643456,Consumer Cyclical,Auto Manufacturers
GME,GameStop Corporation,-2642.0,5.114,4.47,11804455936,Consumer Cyclical,Specialty Retail
GMED,"Globus Medical, Inc.",23.473682,2.544,1.82,11041871872,Healthcare,Medical Devices
GMRE,Global Medical REIT Inc.,104.625,2.088,2.57,577956864,Real Estate,REIT - Healthcare Facilities
GMS,GMS Inc.,9.440822,2.231,3.53,3034207488,Industrials,Building Products & Equipment
GNE,Genie Energy Ltd.,30.652174,2.563,3.22,383518592,Utilities,Utilities - Regulated Electric
GNK,Genco Shipping & Trading Limite,8.179191,2.41,2.44,605024256,Industrials,Marine Shipping
