Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry,sentiment,confidence
CTKB,"Cytek Biosciences, Inc.",53.5,5.621,2.85,406575392,Healthcare,Medical Devices,neutral,0.4241849184036255
CTLP,"Cantaloupe, Inc.",23.083542,1.793,0.87,811551936,Technology,Software - Infrastructure,neutral,0.4241849184036255
CTMX,"CytomX Therapeutics, Inc.",-4.12069,1.726,8.02,376530176,Healthcare,Biotechnology,neutral,0.4241849184036255
CTNM,"Contineum Therapeutics, Inc.",-2.6576085,21.47,1.75,126512120,Healthcare,Biotechnology,neutral,0.4241849184036255
CTNT,Cheetah Net Supply Chain Servic,-1.5625,11.19,0.09,4828335,Industrials,Integrated Freight & Logistics,neutral,0.4241849184036255
CTRN,"Citi Trends, Inc.",-35.337082,1.12,2.89,260847872,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
CTSH,Cognizant Technology Solutions ,15.300602,2.215,5.54,37636120576,Technology,Information Technology Services,neutral,0.4241849184036255
CTSO,Cytosorbents Corporation,-7.5714283,2.61,13.57,66367020,Healthcare,Medical Devices,neutral,0.4241849184036255
CTXR,"Citius Pharmaceuticals, Inc.",7.7105265,0.368,0.15,16370643,Healthcare,Biotechnology,neutral,0.4241849184036255
CUE,"Cue Biopharma, Inc.",-1.5175864,1.028,4.98,66322988,Healthcare,Biotechnology,neutral,0.4241849184036255
CURI,CuriosityStream Inc.,-45.2,1.867,1.31,260841056,Communication Services,Broadcasting,neutral,0.4241849184036255
CVAC,CureVac N.V.,-12.261364,7.654,0.43,1214732800,Healthcare,Biotechnology,neutral,0.4241849184036255
CVGI,"Commercial Vehicle Group, Inc.",4.7837834,2.117,1.01,61305364,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
CVGW,"Calavo Growers, Inc.",15.258523,1.999,1.44,479017984,Consumer Defensive,Food Distribution,neutral,0.4241849184036255
CVKD,"Cadrenal Therapeutics, Inc.",-2.216102,4.317,0.64,20571472,Healthcare,Biotechnology,neutral,0.4241849184036255
CVLT,"Commvault Systems, Inc.",43.053844,1.144,3.11,7476175872,Technology,Software - Application,neutral,0.4241849184036255
CVRX,"CVRx, Inc.",-3.8271024,14.825,8.37,213534576,Healthcare,Medical Devices,neutral,0.4241849184036255
CVV,CVD Equipment Corporation,8.365854,3.95,0.39,23604712,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
CWCO,Consolidated Water Co. Ltd.,20.60274,5.717,6.67,478774336,Utilities,Utilities - Regulated Water,neutral,0.4241849184036255
CWD,CaliberCos Inc.,-10.576923,0.952,0.56,3633327,Financial Services,Asset Management,neutral,0.4241849184036255
CWST,"Casella Waste Systems, Inc.",103.31731,1.956,5.79,6819142144,Industrials,Waste Management,neutral,0.4241849184036255
CXAI,CXApp Inc.,-1.8389832,0.57,1.84,22543046,Technology,Software - Application,neutral,0.4241849184036255
CXDO,"Crexendo, Inc.",22.269232,2.712,1.45,168086592,Communication Services,Telecom Services,neutral,0.4241849184036255
CYBR,CyberArk Software Ltd.,113.047195,1.287,2.3,19274055680,Technology,Software - Infrastructure,neutral,0.4241849184036255
CYCC,"Cyclacel Pharmaceuticals, Inc.",-5.680905,5.602,0.01,17906668,Healthcare,Biotechnology,neutral,0.4241849184036255
CYN,Cyngn Inc.,-0.9078125,8.489,0.14,44093544,Technology,Software - Application,neutral,0.4241849184036255
CYRX,"CryoPort, Inc.",-7.453608,5.556,4.6,362491968,Industrials,Integrated Freight & Logistics,neutral,0.4241849184036255
CZR,"Caesars Entertainment, Inc.",21.757463,0.835,4.33,6063307264,Consumer Cyclical,Resorts & Casinos,neutral,0.4241849184036255
DAIO,Data I/O Corporation,52.75,4.202,0.48,29243746,Technology,Electronic Components,neutral,0.4241849184036255
DAKT,"Daktronics, Inc.",13.692308,2.218,3.5,786795072,Technology,Electronic Components,neutral,0.4241849184036255
DARE,"Dare Bioscience, Inc.",-1.9191176,0.558,1.19,23099516,Healthcare,Biotechnology,neutral,0.4241849184036255
DASH,"DoorDash, Inc.",133.86798,1.716,3.28,100971839488,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
DAVE,Dave Inc.,193.99,8.592,1.92,2587904256,Technology,Software - Application,neutral,0.4241849184036255
DAWN,"Day One Biopharmaceuticals, Inc",-5.861607,10.624,8.59,665441536,Healthcare,Biotechnology,neutral,0.4241849184036255
DBVT,DBV Technologies S.A.,-8.808411,0.722,0.3,268994208,Healthcare,Biotechnology,neutral,0.4241849184036255
DBX,"Dropbox, Inc.",9.711279,0.727,5.79,7550844928,Technology,Software - Infrastructure,neutral,0.4241849184036255
DCBO,Docebo Inc.,30.519608,1.151,1.92,922481472,Technology,Software - Application,neutral,0.4241849184036255
DCGO,DocGo Inc.,11.269232,2.441,7.63,145187808,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
DDOG,"Datadog, Inc.",71.53695,2.737,2.21,50152161280,Technology,Software - Application,neutral,0.4241849184036255
DFDV,DeFi Development Corp.,-54.31818,2.891,0.55,448791808,Technology,Software - Infrastructure,neutral,0.4241849184036255
DGICA,"Donegal Group, Inc.",15.004098,0.505,2.68,648017152,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
DGLY,"Digital Ally, Inc.",-0.21360132,1.318,0.45,3350331,Communication Services,Internet Content & Information,neutral,0.4241849184036255
DHC,Diversified Healthcare Trust,-3.8315217,16.946,5.53,850409856,Real Estate,REIT - Healthcare Facilities,neutral,0.4241849184036255
DIBS,"1stdibs.com, Inc.",-5.2307696,3.743,1.04,97060480,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
DLHC,DLH Holdings Corp.,8.765231,1.103,0.93,81965648,Industrials,Specialty Business Services,neutral,0.4241849184036255
DLO,DLocal Limited,18.981228,1.652,9.84,3089234432,Technology,Software - Infrastructure,neutral,0.4241849184036255
DLPN,"Dolphin Entertainment, Inc.",3.3888888,0.744,1.3,13625082,Communication Services,Advertising Agencies,neutral,0.4241849184036255
DLTH,Duluth Holdings Inc.,-8.98,1.345,4.56,84364624,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
DNLI,Denali Therapeutics Inc.,-5.0963635,9.563,7.31,2036043136,Healthcare,Biotechnology,neutral,0.4241849184036255
DNTH,"Dianthus Therapeutics, Inc.",-6.392638,15.985,23.26,670214400,Healthcare,Biotechnology,neutral,0.4241849184036255
DNUT,"Krispy Kreme, Inc.",11.422501,0.352,7.22,624308160,Consumer Defensive,Grocery Stores,neutral,0.4241849184036255
DOCU,"DocuSign, Inc.",21.99187,0.791,1.65,16397413376,Technology,Software - Application,neutral,0.4241849184036255
DOMO,"Domo, Inc.",-39.3625,0.506,2.38,633501632,Technology,Software - Application,neutral,0.4241849184036255
DORM,"Dorman Products, Inc.",16.266932,2.615,5.61,3737316864,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
DOYU,DouYu International Holdings Li,-14.508476,1.875,6.91,258331392,Communication Services,Internet Content & Information,neutral,0.4241849184036255
DPZ,Domino's Pizza Inc,26.86111,0.599,3.01,16086006784,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
DRCT,"Direct Digital Holdings, Inc.",1.2195122,0.511,0.36,10441000,Communication Services,Advertising Agencies,neutral,0.4241849184036255
DRMA,"Dermata Therapeutics, Inc.",-0.1763566,3.7,0.73,4353067,Healthcare,Biotechnology,neutral,0.4241849184036255
DRRX,DURECT Corporation,-0.5568628,1.227,17.31,17632198,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
DRS,"Leonardo DRS, Inc.",43.64762,2.016,0.9,12193026048,Industrials,Aerospace & Defense,neutral,0.4241849184036255
DRUG,Bright Minds Biosciences Inc.,-5.534043,88.273,3.14,187529248,Healthcare,Biotechnology,neutral,0.4241849184036255
DSGN,"Design Therapeutics, Inc.",-3.4421487,28.369,40.05,236441632,Healthcare,Biotechnology,neutral,0.4241849184036255
DSGR,"Distribution Solutions Group, I",16.71345,2.736,7.85,1327206656,Industrials,Industrial Distribution,neutral,0.4241849184036255
DSGX,The Descartes Systems Group Inc,53.35204,1.351,2.65,8970307584,Technology,Software - Application,neutral,0.4241849184036255
DSP,Viant Technology Inc.,85.71875,2.705,4.87,858100928,Technology,Software - Application,neutral,0.4241849184036255
DTI,Drilling Tools International Co,4.831915,1.936,2.25,80831016,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
DTIL,"Precision BioSciences, Inc.",-0.6976401,6.625,2.56,52447188,Healthcare,Biotechnology,neutral,0.4241849184036255
DTSS,Datasea Inc.,43.0,0.635,0.26,16455821,Technology,Software - Infrastructure,neutral,0.4241849184036255
DTST,Data Storage Corporation,20.84,3.517,7.07,37198828,Technology,Information Technology Services,neutral,0.4241849184036255
DUO,Fangdd Network Group Ltd.,-4.0789475,1.68,1.12,16205925,Real Estate,Real Estate Services,neutral,0.4241849184036255
DUOL,"Duolingo, Inc.",119.2914,2.684,2.39,16375330816,Technology,Software - Application,neutral,0.4241849184036255
DUOT,"Duos Technologies Group, Inc.",-28.638927,0.534,1.88,99380632,Technology,Software - Application,neutral,0.4241849184036255
DVAX,Dynavax Technologies Corporatio,30.958334,11.933,8.25,1338302848,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
DXCM,"DexCom, Inc.",41.889164,1.499,2.93,33342820352,Healthcare,Medical Devices,neutral,0.4241849184036255
DXLG,"Destination XL Group, Inc.",7.2954545,1.448,2.18,86373080,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
DXPE,"DXP Enterprises, Inc.",22.87007,2.696,2.53,1546987136,Industrials,Industrial Distribution,neutral,0.4241849184036255
DYAI,"Dyadic International, Inc.",-3.125,3.978,2.81,30090700,Healthcare,Biotechnology,neutral,0.4241849184036255
DYN,"Dyne Therapeutics, Inc.",-2.943038,20.35,5.9,1316368512,Healthcare,Biotechnology,neutral,0.4241849184036255
EA,Electronic Arts Inc.,18.465416,0.947,3.87,39577849856,Communication Services,Electronic Gaming & Multimedia,neutral,0.4241849184036255
EBAY,eBay Inc.,15.467433,1.169,3.32,37208543232,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
ECOR,"electroCore, Inc.",-12.916364,1.524,5.1,52716084,Healthcare,Medical Devices,neutral,0.4241849184036255
ECX,ECARX Holdings Inc.,-9.961538,0.597,4.7,480095328,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
EDBL,Edible Garden AG Incorporated,-5.0576925,0.816,0.39,7263324,Consumer Defensive,Farm Products,neutral,0.4241849184036255
EDRY,EuroDry Ltd.,1.4699042,1.018,0.62,30372892,Industrials,Marine Shipping,neutral,0.4241849184036255
EDSA,"Edesa Biotech, Inc.",-1.2512953,15.729,0.78,16959772,Healthcare,Biotechnology,neutral,0.4241849184036255
EDUC,Educational Development Corpora,3.2616668,1.346,3.66,11758126,Communication Services,Publishing,neutral,0.4241849184036255
EEIQ,EpicQuest Education Group Inter,-5.4166665,0.44,5.04,11770330,Consumer Defensive,Education & Training Services,neutral,0.4241849184036255
EFOI,"Energy Focus, Inc.",-7.3722725,2.107,0.56,8700472,Consumer Cyclical,"Furnishings, Fixtures & Appliances",neutral,0.4241849184036255
EGAN,eGain Corporation,22.568966,1.724,5.35,179010336,Technology,Software - Application,neutral,0.4241849184036255
EGHT,8x8 Inc,4.7093024,1.205,2.63,273563328,Technology,Software - Application,neutral,0.4241849184036255
EH,EHang Holdings Limited,85.21739,2.678,4.29,1410903936,Industrials,Aerospace & Defense,neutral,0.4241849184036255
EHTH,"eHealth, Inc.",-18.333334,2.577,2.98,116757408,Financial Services,Insurance Brokers,neutral,0.4241849184036255
EKSO,"Ekso Bionics Holdings, Inc.",-20.0,2.346,0.07,8993346,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
ELBM,Electra Battery Materials Corpo,-2.8827906,0.065,0.54,22265942,Basic Materials,Other Industrial Metals & Mining,neutral,0.4241849184036255
ELDN,"Eledon Pharmaceuticals, Inc.",-3.1166666,13.905,5.46,223957936,Healthcare,Biotechnology,neutral,0.4241849184036255
ELEV,"Elevation Oncology, Inc.",-0.41450548,19.404,0.91,22350194,Healthcare,Biotechnology,neutral,0.4241849184036255
ELTK,Eltek Ltd.,9.574166,2.777,0.35,69423848,Technology,Electronic Components,neutral,0.4241849184036255
ELTX,"Elicio Therapeutics, Inc.",-3.5758755,1.834,6.1,147012416,Healthcare,Biotechnology,neutral,0.4241849184036255
ELUT,"Elutia, Inc.",-1.9863635,0.815,1.14,89837800,Healthcare,Medical Devices,neutral,0.4241849184036255
ELVA,Electrovaya Inc.,31.793335,3.893,1.07,153881904,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
ELVN,"Enliven Therapeutics, Inc.",-9.244726,21.065,8.66,1292475264,Healthcare,Biotechnology,neutral,0.4241849184036255
EMBC,Embecta Corp.,4.7488985,2.481,5.15,630010112,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
ENGN,enGene Holdings Inc.,-2.295858,12.665,0.63,198288176,Healthcare,Biotechnology,neutral,0.4241849184036255
ENLT,Enlight Renewable Energy Ltd.,61.404766,1.312,3.22,3093510656,Utilities,Utilities - Renewable,neutral,0.4241849184036255
ENLV,Enlivex Therapeutics Ltd.,-2.0517242,7.203,1.65,28381382,Healthcare,Biotechnology,neutral,0.4241849184036255
ENPH,"Enphase Energy, Inc.",11.590163,1.895,2.73,5565800448,Technology,Solar,neutral,0.4241849184036255
ENSC,"Ensysce Biosciences, Inc.",-2.3296702,2.499,1.24,5025883,Healthcare,Biotechnology,neutral,0.4241849184036255
ENSG,"The Ensign Group, Inc.",22.309446,1.399,5.58,7875308544,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
ENTA,"Enanta Pharmaceuticals, Inc.",-1.6051245,5.286,12.76,165384336,Healthcare,Biotechnology,neutral,0.4241849184036255
ENTG,"Entegris, Inc.",23.888021,3.258,2.77,13887922176,Technology,Semiconductor Equipment & Materials,neutral,0.4241849184036255
ENTO,Entero Therapeutics Inc.,-0.32894737,2.904,0.17,2382865,Healthcare,Biotechnology,neutral,0.4241849184036255
ENTX,Entera Bio Ltd.,-3.5643635,13.073,1.52,89104496,Healthcare,Biotechnology,neutral,0.4241849184036255
ENVB,"Enveric Biosciences, Inc.",-1.0070922,4.082,1.49,3509757,Healthcare,Biotechnology,neutral,0.4241849184036255
ENVX,Enovix Corporation,-22.507574,4.675,9.43,2852219392,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
EOLS,"Evolus, Inc. Common Stock",47.449997,2.342,9.29,611873408,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
EOSE,"Eos Energy Enterprises, Inc.",-5.243243,2.045,4.84,1450076288,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
EPIX,ESSA Pharma Inc.,-3.74,67.168,13.46,82913184,Healthcare,Biotechnology,neutral,0.4241849184036255
EPRX,Eupraxia Pharmaceuticals Inc.,-6.0436893,13.003,11.61,178530016,Healthcare,Biotechnology,neutral,0.4241849184036255
EPSN,Epsilon Energy Ltd.,17.043512,1.664,1.15,138843920,Energy,Oil & Gas E&P,neutral,0.4241849184036255
EQ,"Equillium, Inc.",-0.29765627,2.702,0.89,13609054,Healthcare,Biotechnology,neutral,0.4241849184036255
EQIX,"Equinix, Inc.",59.41293,1.655,2.39,77760724992,Real Estate,REIT - Specialty,neutral,0.4241849184036255
ERAS,"Erasca, Inc.",-2.1283784,12.352,12.44,446177056,Healthcare,Biotechnology,neutral,0.4241849184036255
ERIC,Ericsson,14.413462,1.089,2.22,25026779136,Technology,Communication Equipment,neutral,0.4241849184036255
ERIE,Erie Indemnity Company,26.870897,1.382,11.04,18828023808,Financial Services,Insurance Brokers,neutral,0.4241849184036255
ERII,"Energy Recovery, Inc.",25.00909,8.386,2.09,749636480,Industrials,Pollution & Treatment Controls,neutral,0.4241849184036255
ERNA,Ernexa Therapeutics Inc.,-0.20572916,0.212,0.48,14538370,Healthcare,Biotechnology,neutral,0.4241849184036255
ESCA,"Escalade, Incorporated",6.540816,4.052,4.26,176748048,Consumer Cyclical,Leisure,neutral,0.4241849184036255
ESEA,Euroseas Ltd.,3.955259,1.742,0.46,353063072,Industrials,Marine Shipping,neutral,0.4241849184036255
ESLA,"Estrella Immunopharma, Inc.",-1.1333333,0.221,0.42,30740760,Healthcare,Biotechnology,neutral,0.4241849184036255
ESLT,Elbit Systems Ltd.,51.53412,1.207,0.83,20308760576,Industrials,Aerospace & Defense,neutral,0.4241849184036255
ESOA,Energy Services of America Corp,22.906977,1.306,3.98,164670336,Industrials,Engineering & Construction,neutral,0.4241849184036255
ESPR,"Esperion Therapeutics, Inc.",6.0,1.176,6.77,237838816,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
ESTA,Establishment Labs Holdings Inc,-25.833334,3.356,11.66,1232599936,Healthcare,Medical Devices,neutral,0.4241849184036255
ETNB,"89bio, Inc.",-3.5052269,18.027,6.89,1468599040,Healthcare,Biotechnology,neutral,0.4241849184036255
ETON,"Eton Pharmaceuticals, Inc.",27.330189,1.971,3.73,388451488,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
ETOR,eToro Group Ltd.,21.529327,3.507,0.81,4765268992,Financial Services,Capital Markets,neutral,0.4241849184036255
ETSY,"Etsy, Inc.",24.053848,2.138,3.22,6521796608,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
EU,enCore Energy Corp.,16.216757,2.943,3.9,560997632,Energy,Uranium,neutral,0.4241849184036255
EUDA,Euda Health Holdings Limited,-50.666668,0.184,0.14,112955456,Real Estate,Real Estate Services,neutral,0.4241849184036255
EVCM,EverCommerce Inc.,17.30303,2.286,2.68,2084618112,Technology,Software - Infrastructure,neutral,0.4241849184036255
EVER,"EverQuote, Inc.",35.47945,2.417,3.97,936453312,Communication Services,Internet Content & Information,neutral,0.4241849184036255
EVGN,Evogene Ltd.,-0.37572253,1.058,0.04,11521913,Healthcare,Biotechnology,neutral,0.4241849184036255
EVGO,EVgo Inc.,-14.734815,2.266,5.47,1221241472,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
EVLV,"Evolv Technologies Holdings, In",-49.653847,1.099,3.32,1058594176,Industrials,Security & Protection Services,neutral,0.4241849184036255
EVO,Evotec SE,-19.422106,2.028,6.04,1539503488,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
EVOK,"Evoke Pharma, Inc.",9.270833,1.553,0.64,6643226,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
EVRG,"Evergy, Inc.",17.251238,0.553,4.43,16036192256,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
EWCZ,"European Wax Center, Inc.",12.424999,2.714,4.19,274369344,Consumer Defensive,Household & Personal Products,neutral,0.4241849184036255
EWTX,"Edgewise Therapeutics, Inc.",-7.3054056,20.989,12.67,1421778048,Healthcare,Biotechnology,neutral,0.4241849184036255
EXAS,Exact Sciences Corporation,-146.11765,2.727,2.06,9371536384,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
EXC,Exelon Corporation,16.804182,1.086,3.02,44616617984,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
EXE,Expand Energy Corporation,23.528114,0.589,2.65,23740596224,Energy,Oil & Gas E&P,neutral,0.4241849184036255
EXEL,"Exelixis, Inc.",26.235292,3.499,5.6,12162776064,Healthcare,Biotechnology,neutral,0.4241849184036255
EXFY,"Expensify, Inc.",8.596154,3.252,2.72,206520928,Technology,Software - Application,neutral,0.4241849184036255
EXLS,"ExlService Holdings, Inc.",22.682539,3.412,1.65,6974691840,Technology,Information Technology Services,neutral,0.4241849184036255
EXPE,"Expedia Group, Inc.",13.088789,0.732,4.75,23893026816,Consumer Cyclical,Travel Services,neutral,0.4241849184036255
EXPI,"eXp World Holdings, Inc.",36.282665,1.345,14.57,1699868288,Real Estate,Real Estate Services,neutral,0.4241849184036255
EXPO,"Exponent, Inc.",34.23697,3.322,5.72,3666288128,Industrials,Engineering & Construction,neutral,0.4241849184036255
